音标,word,meaning,pos,例句,词组
/ˈdʒenəsaɪd/,genocide,种族灭绝,n.,"The Rwandan genocide resulted in the loss of hundreds of thousands of lives.
卢旺达种族灭绝导致数十万人丧生。","result in 导致
loss of 丧失"
,arrow,箭头,n.,"The archer shot an arrow at the target.
弓箭手朝目标射出一箭。",shoot an arrow at 朝……射箭
,tactics,战术,n.,"Effective strategies require careful planning and well-executed tactics to achieve success.
有效的战略需要谨慎的规划和精心执行的战术才能取得成功。","require careful planning 需要谨慎的规划
well-executed tactics 高效执行的策略
achieve success 取得成功"
,rip,撕裂,v.,"The rope started to rip apart.
绳子开始撕裂。","start to 开始
rip apart 撕裂、扯开"
,shirt,衬衫,n.,"The shirt was stained with wine.
衬衫被酒渍沾染了。",be stained with 被……弄脏
/ˈreɪʃəl/,racial,种族的,adj.,"The fight against racism requires a collective effort from all members of society.
对抗种族歧视需要所有社会成员共同努力。","fight against 对抗，反对
require a collective effort 需要共同努力
from all members of society 来自所有社会成员"
/ˈreɪsɪzəm/,racism,种族主义,n.,"Racial tensions have been rising in the city due to increased instances of racism.
该城市因种族主义事件增多，种族紧张局势持续加剧。","due to 由于
increase instances 增加实例"
/rɪˈzɔːrt/,resort,度假胜地,n.,"The guests at the resort enjoyed a beautiful sunset by the lake.
湖畔度假村的客人欣赏了美丽的湖景夕阳。","enjoy a sunset 享受日落
by the lake 在湖边"
,punch,拳打,v.,"He took a punch from his opponent.
他挨了对手一拳。",take a punch 挨一拳
,basketball,篮球,n.,"The basketball team worked together to win the tournament.
篮球队成员互相配合，争取夺得冠军。","work together 合作，协作
win the tournament 赢得锦标赛"
,mud,泥,n.,"The kids loved playing in the muddy puddles on a rainy day.
孩子们喜欢在雨天的泥泞水坑里玩耍。","love playing 喜欢玩
play in muddy puddles 在泥泞的水坑里玩
on a rainy day 在雨天"
,ski,滑雪,v.,"She loves to ski on snowy mountains.
她喜欢在雪山上滑雪。",love to ski 喜欢滑雪
,federation,联邦,n.,"The United States is a federal republic, composed of a federation of states.
美利坚合众国是一个联邦共和国，由各州联邦组成。",be composed of 由……组成
,kit,成套工具,n.,"She put a first aid kit in her bag.
她在包里放了一个急救箱。",put...in 把……放入
,controller,控制器,n.,"The pilot relies on the controller's instructions to navigate the plane safely.
飞行员依靠空中交通管制员的指示来安全驾驶飞机。","rely on 依赖
navigate the plane 驾驶飞机"
,shot,射击；镜头,n.,"The police took a shot at the fleeing car.
警察向逃跑的车辆开了一枪。",take a shot at 向……开枪
/ˈjeloʊɪʃ/,yellowish,微黄的,adj.,"The sunset on the horizon took on a soft yellowish hue.
日落时天际呈现出柔和的淡黄色调。","take on 呈现，承担
on the horizon 在地平线上"
/dɪsˈleksiə/,dyslexia,阅读障碍,n.,"People with dyslexia often require special assistance for reading and writing.
患有阅读障碍的人通常需要专门的阅读和写作辅助。","require assistance 需要帮助
with dyslexia 患有阅读障碍
for reading and writing 为了阅读和写作"
,hurdle,障碍；跨栏,n.,"The marathon runner had to clear many hurdles on her way to the finish line.
这位女马拉松运动员在冲向终点线的路上必须跨越许多障碍。","have to 必须
clear hurdles 克服障碍
on the way to 在去……的路上"
,nationality,国籍,n.,"People's nationality is a vital aspect of their identity and culture.
人们的国籍是他们身份和文化的一个至关重要方面。",be a vital aspect of 是……的重要方面
,warfare,战争；斗争,n.,"Warfare between nations has become increasingly complex.
国际间的战争已经变得越来越复杂。","between nations 在国家之间
become increasingly complex 变得越来越复杂"
,thrust,猛推；刺,v.,"The spaceship was propelled forward with a great thrust.
飞船以巨大的推力向前推进。","propel forward 推动向前
with a great thrust 以巨大的推力"
,prejudice,偏见,n.,"Racism and prejudice are often used to describe discriminatory behavior towards certain groups.
种族主义和偏见经常用于描述对某些群体的歧视行为。",be used to describe 被用来描述
,turner,车工；旋转器,n.,"The old-fashioned craftsman was a skilled wood turner.
那位老派的工匠是一名熟练的木旋工。",be a skilled wood turner 是一个熟练的木制品转轮工
/səˈvænə/,savannah,热带草原,n.,"The sun rises over the vast savannah, casting a warm glow over the rolling hills.
太阳从辽阔的大草原上升起，将温暖的光辉洒在起伏的山丘上。","rise over 升起在……上方
cast a warm glow over 投下温暖的光芒覆盖……
over the rolling hills 在起伏的山丘上"
,cheat,欺骗；作弊,v.,"She was accused of cheating on her exam.
她被指控在考试中作弊。","be accused of 被指控
cheat on 作弊"
,eagle,鹰,n.,"The eagle soared through the clear blue sky.
鹰在清澈的蓝色天空中翱翔。",soar through 翱翔穿过
,orientation,方向；定向,n.,"The new employee received information about the company's policies and procedures in the orientation meeting.
新员工在入职培训中接收了有关公司政策和流程的信息。","receive information 接收信息
policies and procedures 政策与程序
in the orientation meeting 在入职会议上
orientation meeting 入职会议"
,liability,责任；负债,n.,"The company's new policy aims to limit its employee's personal liability.
公司的新政策旨在限制员工的个人责任。",aim to 旨在
/ˈvɜːrsəs/,versus,对抗；与相对,prep.,"The new smartphone will compete versus the existing market leader.
新款智能手机将与现有的市场领先者竞争。","compete versus 与……竞争
market leader 市场领导者"
,drum,鼓；鼓声,n.,"The drummer started playing the drum at midnight.
鼓手在午夜开始打鼓。","play the drum 打鼓
at midnight 在午夜"
,snap,折断；啪地关上,v.,"The camera snapped a great photo of the sunset.
相机捕捉到了一张美丽的日落照片。",snap photo of 抓拍……的照片
/ˈsteɪdiəm/,stadium,体育场,n.,"The new stadium will host the national soccer tournament next month.
新体育场将在下月主办全国足球锦标赛。",host the national soccer tournament 主办国内足球锦标赛
/koʊtʃ/,coach,教练；长途客车,n.,"The coach helped the athletes prepare for the competition.
教练帮助运动员准备比赛。",prepare for 为……做准备
,clay,黏土；泥土,n.,"The potter began working with the moist clay.
陶工开始用湿润的粘土工作。","begin working 开始工作
work with 使用"
,football,足球,n.,"The fans cheered as their football team scored a touchdown in the final minute of the game.
当他们的橄榄球队在比赛最后一分钟达阵得分时，球迷们欢呼起来。","score a touchdown 得分达阵
in the final minute 在最后一分钟"
,kick,踢,v.,"She delivered a strong kick to her opponent's stomach.
她朝对手的肚子猛踢了一脚。","deliver a kick 踢一脚
deliver a kick to 向……踢一脚"
,ads,广告,n.,"The website is filled with annoying ads.
网站上充斥着烦人的广告。",be filled with 充满
,tape,胶带；磁带,n.,"She used a piece of tape to secure the broken shoe.
她用胶带固定坏掉的鞋子。","use a piece of tape 使用一条胶带
secure the broken shoe 固定坏掉的鞋子"
,destructive,破坏性的,adj.,"The hurricane caused a destructive path of destruction through the city.
飓风穿过城市，造成了一条破坏性的路径。","cause a path of destruction 造成破坏路径
through the city 穿过城市"
,deadly,致命的,adj.,"The venomous snake's bite is deadly.
毒蛇的咬伤是致命的。","venomous snake 毒蛇
snake bite 蛇咬伤"
,threw,扔,v.,"The stone flew quickly across the lake after he threw it.
他扔出石头后，石头飞快地飞过湖面。","fly across 飞过
across the lake 在湖面上
throw it 扔它"
,discrimination,歧视,n.,"Many companies face criticism for racial discrimination within their hiring practices.
许多公司因其招聘实践中的种族歧视而面临批评。","face criticism for 因……而受到批评
racial discrimination 种族歧视
hiring practices 招聘实践"
,icy,冰冷的,adj.,"The mountain lake was frozen solid, with an icy layer covering its surface.
山湖完全冻住了，厚厚的冰层覆盖着湖面。","be frozen solid 冻得结实
with an icy layer 有一层冰
cover its surface 覆盖表面"
/əˈsɒlt/,assault,攻击,n.,"The protesters began chanting after being subjected to physical assault during the rally.
抗议者在集会期间遭受人身攻击后开始呼喊口号。","begin chanting 开始呼喊
be subjected to 遭受"
/əˈriːnə/,arena,竞技场,n.,"The athletes will compete in a massive indoor arena tonight.
运动员将于今晚在一座巨大的室内竞技场内比赛。",compete in 在……中比赛
,turkey,火鸡,n.,"We are serving turkey at the holiday dinner.
我们在节日晚餐时供应火鸡。","serve turkey 供应火鸡
at the holiday dinner 在节日晚餐时"
,flag,旗帜,n.,"The flag was waving gently in the breeze.
旗子在微风中轻轻飘扬。","wave gently 轻轻地飘扬
in the breeze 在微风中"
,combat,战斗,n.,"The soldiers are being trained for combat in the dense jungle.
士兵们正在茂密的丛林中接受战斗训练。","train for combat 为战斗进行训练
in the dense jungle 在茂密的丛林中"
,murder,谋杀,n.,"The detective was called to the scene to investigate the murder.
侦探被叫到现场调查谋杀案。",be called to 被叫到
,jump,跳跃,v.,"The kids decided to jump over the puddle in their backyard.
孩子们决定跳过后院的水坑。","decide to 决定做某事
jump over 跳过
in the backyard 在后院里"
